"","Age","Vulnerable","Lives_In_Hotspot","Political_association","News_Source","Trust_News","Covid_Knowledge","Trust_Conservatives","Trust_Ford","Mask","Bubble","Follow_Store_Restrictions","Non_essential_outing","Travel_Canada","Travel_World"
"1439","74+","No","Yes","Conservative","SM","News_TV",1,"No","Maybe","Always","Yes","Sometimes","1-3","Yes","No"
"1440","18-24","No","No","Liberals","Family","News_Print",2,"Yes","No","Always","No","Most of the Time","1-3","No","No"
"1441","35-44","Yes","Yes","Liberals","News_Print","News_TV",4,"No","No","Always","No","Sometimes","1-3","No","No"
"1442","35-44","No","No","NDP","Internet","News_TV",4,"Yes","Maybe","Always","Yes","Always","4-5","Yes","No"
"1443","45-54","No","Yes","Conservative","Internet","News_Print",0,"Yes","No","Always","Yes","Sometimes","1-3","No","No"
"1444","45-54","No","Yes","Conservative","News_TV","News_Print",1,"No","Yes","Most of the Time","No","Most of the Time","0","Yes","No"
"1445","65-74","Yes","Yes","Conservative","News_Print","News_Print",4,"Maybe","No","Most of the Time","Yes","Always","1-3","No","Yes"
"1446","25-34","No","Yes","Liberals","Other","News_TV",4,"Yes","No","Always","Yes","Always","4-5","No","Yes"
"1447","55-64","No","Yes","Liberals","News_TV","News_TV",3,"Yes","Yes","Most of the Time","Yes","Always","4-5","No","No"
"1448","35-44","Yes","No","Conservative","SM","News_Print",2,"No","Yes","Most of the Time","Yes","Always","4-5","No","No"
"1449","45-54","No","No","Liberals","News_Print","News_Print",3,"Yes","Yes","Always","No","Most of the Time","1-3","No","No"
"1450","45-54","No","Yes","NDP","SM","Internet",3,"Yes","Yes","Most of the Time","Yes","Never","1-3","No","No"
"1451","25-34","No","No","Conservative","News_TV","News_Print",0,"Yes","No","Most of the Time","No","Rarely","1-3","No","No"
"1452","55-64","No","No","Conservative","Family","News_Print",4,"No","No","Rarely","Yes","Sometimes","1-3","No","No"
"1453","45-54","No","No","Liberals","Internet","Other",4,"Maybe","No","Always","Yes","Most of the Time","0","No","No"
"1454","65-74","No","No","Conservative","SM","News_TV",1,"Yes","Yes","Always","Yes","Always","0","No","No"
"1455","25-34","No","No","Liberals","Internet","Internet",1,"Yes","Yes","Sometimes","Yes","Sometimes","4-5","Yes","No"
"1456","55-64","No","No","Liberals","News_Print","News_TV",0,"Yes","Yes","Always","Yes","Rarely","4-5","No","No"
"1457","55-64","No","No","NDP","Other","News_TV",5,"Yes","Yes","Most of the Time","Yes","Always","0","No","No"
"1458","74+","No","No","Liberals","Internet","Family",4,"Yes","No","Most of the Time","Yes","Rarely","0","No","No"
"1459","55-64","No","No","Liberals","News_TV","News_TV",2,"Maybe","No","Always","Yes","Rarely","4-5","Yes","No"
"1460","45-54","No","No","NDP","News_Print","Other",3,"Yes","Yes","Always","No","Never","1-3","Yes","No"
"1461","74+","No","No","Conservative","Internet","News_Print",5,"No","Maybe","Most of the Time","Yes","Most of the Time","4-5","Yes","No"
"1462","25-34","Yes","No","Conservative","Other","News_Print",2,"Yes","Yes","Always","No","Always","7+","Yes","No"
"1463","45-54","Yes","No","NDP","Internet","News_Print",0,"Yes","No","Always","Yes","Sometimes","1-3","No","No"
"1464","74+","Yes","No","Liberals","News_Print","News_Print",0,"Yes","Yes","Always","Yes","Never","1-3","No","No"
"1465","35-44","Yes","No","Liberals","Internet","News_Print",0,"Yes","No","Never","No","Most of the Time","1-3","No","No"
"1466","25-34","Yes","Yes","Liberals","Internet","Internet",1,"Yes","Maybe","Most of the Time","No","Rarely","4-5","Yes","No"
"1467","45-54","Yes","No","Conservative","News_Print","News_Print",3,"Yes","Yes","Most of the Time","Yes","Most of the Time","1-3","No","No"
"1468","55-64","Yes","Yes","Conservative","News_Print","Family",5,"Yes","Yes","Always","No","Always","4-5","Yes","No"
"1469","35-44","Yes","No","Liberals","Internet","News_TV",5,"No","No","Sometimes","Yes","Always","1-3","Yes","No"
"1470","45-54","No","No","NDP","News_Print","Internet",4,"No","Yes","Always","Yes","Never","4-5","No","No"
"1471","25-34","No","Yes","Liberals","Other","SM",3,"Yes","No","Always","Yes","Never","4-5","No","Yes"
"1472","25-34","Yes","Yes","Conservative","SM","News_TV",1,"No","Yes","Sometimes","Yes","Always","1-3","Yes","No"
"1473","45-54","No","Yes","NDP","Internet","News_TV",2,"Yes","Yes","Most of the Time","No","Rarely","0","Yes","No"
"1474","55-64","Yes","No","NDP","Other","News_Print",4,"Maybe","No","Always","Yes","Sometimes","4-5","No","No"
"1475","74+","No","No","Green","News_Print","News_TV",4,"Maybe","No","Always","Yes","Sometimes","0","No","No"
"1476","25-34","No","Yes","Conservative","News_TV","Other",2,"Maybe","Maybe","Rarely","Yes","Rarely","1-3","No","No"
"1477","25-34","No","No","Liberals","Internet","News_TV",4,"Maybe","Yes","Always","No","Rarely","1-3","No","No"
"1478","65-74","No","No","Conservative","SM","Other",2,"Yes","No","Sometimes","Yes","Most of the Time","1-3","Yes","No"
"1479","65-74","No","No","NDP","Internet","Other",0,"No","Yes","Always","Yes","Most of the Time","1-3","No","No"
"1480","55-64","Yes","No","Conservative","Internet","News_Print",2,"No","Yes","Always","No","Most of the Time","0","Yes","No"
"1481","35-44","Yes","No","Liberals","News_Print","News_Print",2,"Yes","No","Most of the Time","Yes","Always","4-5","No","No"
"1482","65-74","No","No","Liberals","Internet","News_Print",0,"No","No","Most of the Time","Yes","Never","1-3","Yes","No"
"1483","55-64","No","No","Green","News_Print","News_Print",2,"Yes","No","Always","Yes","Rarely","4-5","No","No"
"1484","45-54","No","Yes","Green","News_TV","Family",1,"Yes","Maybe","Always","Yes","Always","1-3","Yes","No"
"1485","25-34","No","Yes","NDP","News_TV","Internet",3,"Yes","Yes","Most of the Time","No","Sometimes","1-3","No","No"
"1486","55-64","Yes","No","Liberals","SM","News_Print",1,"Yes","Yes","Always","Yes","Always","4-5","No","No"
"1487","55-64","Yes","No","Liberals","Family","News_Print",3,"Yes","No","Always","No","Rarely","7+","No","No"
"1488","45-54","Yes","No","NDP","Internet","News_Print",5,"Yes","Yes","Most of the Time","Yes","Always","7+","No","No"
"1489","55-64","No","No","Liberals","Internet","Family",5,"Yes","Yes","Sometimes","No","Most of the Time","4-5","No","No"
"1490","35-44","No","Yes","Conservative","News_Print","News_TV",4,"Maybe","Yes","Always","Yes","Never","7+","No","No"
"1491","65-74","Yes","Yes","Liberals","SM","Family",4,"Yes","No","Always","No","Always","4-5","No","No"
"1492","35-44","No","No","Liberals","SM","Internet",4,"Yes","No","Most of the Time","Yes","Most of the Time","1-3","No","No"
"1493","18-24","No","No","Liberals","SM","Family",5,"Yes","Yes","Sometimes","Yes","Rarely","7+","No","No"
"1494","25-34","No","No","Liberals","News_Print","News_TV",5,"Yes","Yes","Most of the Time","Yes","Most of the Time","4-5","No","No"
"1495","55-64","No","No","Conservative","Internet","News_TV",2,"No","No","Always","Yes","Always","4-5","No","No"
"1496","65-74","No","Yes","Conservative","News_Print","News_Print",3,"Yes","No","Always","Yes","Always","1-3","No","Yes"
"1497","55-64","No","Yes","Liberals","News_Print","News_Print",2,"Yes","No","Always","Yes","Sometimes","1-3","Yes","No"
"1498","55-64","Yes","No","NDP","Internet","SM",1,"Yes","Yes","Always","Yes","Always","1-3","No","No"
"1499","18-24","No","No","Conservative","News_TV","Internet",3,"Yes","Maybe","Always","Yes","Always","4-5","No","No"
"1500","18-24","No","Yes","Conservative","News_Print","Family",3,"No","Yes","Most of the Time","Yes","Sometimes","4-5","Yes","No"
"1501","35-44","Yes","No","Green","SM","News_TV",1,"Maybe","No","Sometimes","Yes","Always","1-3","No","No"
"1502","25-34","No","Yes","Conservative","News_Print","News_Print",3,"Yes","No","Rarely","Yes","Always","4-5","No","No"
"1503","74+","No","No","Liberals","Family","News_Print",4,"Yes","Maybe","Never","Yes","Rarely","1-3","Yes","No"
"1504","55-64","No","Yes","NDP","Family","News_Print",2,"No","Yes","Always","Yes","Never","4-5","No","No"
"1505","55-64","No","Yes","Liberals","News_TV","Internet",3,"No","Yes","Always","Yes","Most of the Time","1-3","Yes","No"
"1506","55-64","No","No","Green","Family","News_Print",5,"No","Yes","Always","No","Rarely","4-5","Yes","No"
"1507","25-34","No","Yes","Liberals","News_TV","SM",0,"Yes","No","Sometimes","Yes","Sometimes","1-3","No","No"
"1508","45-54","Yes","Yes","Green","Internet","Other",2,"Yes","No","Rarely","Yes","Always","4-5","Yes","No"
"1509","45-54","Yes","Yes","Liberals","SM","News_TV",0,"No","Maybe","Always","Yes","Rarely","1-3","Yes","No"
"1510","25-34","Yes","No","Conservative","News_Print","Family",1,"Maybe","No","Most of the Time","Yes","Rarely","4-5","Yes","No"
"1511","35-44","Yes","Yes","NDP","News_Print","Internet",4,"Yes","No","Always","Yes","Never","0","Yes","Yes"
"1512","45-54","No","No","Conservative","Internet","News_Print",3,"No","Yes","Always","Yes","Most of the Time","4-5","No","No"
"1513","55-64","No","No","NDP","News_TV","News_TV",4,"Yes","Yes","Always","Yes","Rarely","4-5","No","No"
"1514","65-74","Yes","No","NDP","News_TV","News_Print",3,"Yes","Yes","Sometimes","Yes","Always","1-3","No","No"
"1515","45-54","Yes","No","Liberals","News_Print","Internet",1,"Yes","Yes","Always","Yes","Always","1-3","No","No"
"1516","35-44","Yes","Yes","Conservative","News_TV","News_TV",3,"No","Maybe","Always","Yes","Most of the Time","4-5","No","No"
"1517","65-74","Yes","Yes","Conservative","SM","News_Print",4,"No","No","Always","No","Most of the Time","4-5","Yes","Yes"
"1518","55-64","Yes","No","Liberals","News_Print","Family",1,"Yes","Yes","Always","Yes","Always","4-5","No","No"
"1519","25-34","Yes","No","NDP","News_TV","News_Print",5,"Yes","No","Always","Yes","Most of the Time","4-5","No","No"
"1520","18-24","No","No","NDP","News_TV","News_Print",1,"Yes","Yes","Always","Yes","Always","4-5","No","Yes"
"1521","35-44","Yes","Yes","Green","News_Print","News_TV",2,"Yes","Yes","Never","No","Rarely","1-3","Yes","No"
"1522","55-64","No","No","NDP","News_Print","News_TV",2,"Yes","No","Most of the Time","Yes","Always","0","No","No"
"1523","55-64","No","No","Conservative","News_TV","Family",0,"No","Yes","Always","No","Always","4-5","No","No"
"1524","45-54","Yes","No","Conservative","Family","Internet",0,"No","No","Sometimes","Yes","Never","4-5","Yes","No"
"1525","18-24","No","No","Conservative","SM","SM",5,"Yes","Yes","Always","Yes","Always","4-5","No","No"
"1526","65-74","Yes","Yes","Conservative","Family","Family",3,"Yes","No","Rarely","Yes","Sometimes","4-5","No","No"
"1527","35-44","No","No","NDP","News_TV","News_TV",4,"No","Yes","Always","No","Always","0","Yes","No"
"1528","65-74","No","Yes","NDP","Internet","News_Print",4,"Yes","Yes","Most of the Time","No","Always","1-3","No","No"
"1529","18-24","No","No","Liberals","News_Print","News_TV",2,"No","Yes","Most of the Time","Yes","Always","7+","No","No"
"1530","45-54","Yes","No","Liberals","SM","Family",5,"Yes","Yes","Most of the Time","No","Always","7+","No","No"
"1531","18-24","No","No","NDP","News_TV","News_TV",0,"No","No","Rarely","Yes","Always","4-5","No","Yes"
"1532","55-64","No","No","NDP","News_Print","SM",1,"Yes","No","Always","Yes","Always","1-3","No","No"
"1533","74+","Yes","No","Conservative","Family","News_Print",3,"Yes","Maybe","Never","Yes","Rarely","0","No","No"
"1534","74+","No","No","Liberals","News_Print","Other",1,"Yes","Yes","Most of the Time","Yes","Never","4-5","No","Yes"
"1535","25-34","No","No","Liberals","News_TV","News_Print",2,"No","No","Rarely","Yes","Most of the Time","4-5","No","No"
"1536","65-74","No","No","Liberals","News_TV","SM",1,"Maybe","Maybe","Most of the Time","No","Always","4-5","No","No"
"1537","25-34","No","Yes","Liberals","SM","News_Print",0,"Maybe","Yes","Always","No","Sometimes","1-3","No","No"
"1538","45-54","No","No","Liberals","Family","News_Print",4,"Maybe","Yes","Most of the Time","Yes","Always","4-5","No","Yes"
"1539","25-34","No","Yes","Liberals","News_TV","News_Print",5,"Yes","Maybe","Always","No","Most of the Time","1-3","No","No"
"1540","45-54","Yes","No","Conservative","Internet","News_TV",2,"Yes","No","Most of the Time","Yes","Most of the Time","4-5","No","No"
"1541","45-54","No","No","Conservative","SM","News_Print",2,"No","Yes","Sometimes","No","Always","7+","No","No"
"1542","18-24","Yes","No","Liberals","News_TV","Internet",4,"Yes","Yes","Most of the Time","No","Most of the Time","7+","No","No"
"1543","45-54","No","Yes","Liberals","News_Print","Internet",3,"Yes","Yes","Always","Yes","Always","1-3","Yes","No"
"1544","55-64","No","No","Green","SM","Family",2,"Yes","Yes","Most of the Time","Yes","Never","1-3","Yes","No"
"1545","25-34","No","No","Conservative","News_Print","Internet",4,"Maybe","Yes","Always","No","Most of the Time","1-3","No","No"
"1546","65-74","No","No","Conservative","Internet","News_Print",1,"Yes","Yes","Sometimes","No","Always","1-3","Yes","No"
"1547","35-44","No","Yes","Conservative","Internet","Family",0,"Maybe","Maybe","Most of the Time","No","Rarely","4-5","No","No"
"1548","45-54","No","No","Green","Other","Other",1,"No","Yes","Most of the Time","No","Never","1-3","Yes","No"
"1549","25-34","No","No","Conservative","SM","Internet",2,"Yes","Yes","Never","No","Sometimes","7+","No","No"
"1550","45-54","No","No","Liberals","SM","Family",3,"No","Maybe","Always","Yes","Sometimes","1-3","No","No"
"1551","55-64","No","No","Conservative","Other","News_Print",1,"Maybe","No","Always","Yes","Never","1-3","No","No"
"1552","74+","No","Yes","Liberals","News_TV","News_TV",4,"Maybe","Yes","Always","No","Always","4-5","No","No"
"1553","55-64","No","Yes","Conservative","News_Print","Family",4,"No","No","Most of the Time","Yes","Always","4-5","No","No"
"1554","65-74","Yes","Yes","NDP","News_TV","News_Print",4,"Yes","Maybe","Always","Yes","Always","1-3","Yes","No"
"1555","18-24","Yes","Yes","Conservative","SM","News_Print",3,"Maybe","Yes","Always","Yes","Sometimes","1-3","No","No"
"1556","55-64","No","No","Green","News_Print","Internet",1,"Yes","Maybe","Most of the Time","Yes","Always","4-5","Yes","No"
"1557","74+","No","No","Conservative","Internet","News_TV",1,"Yes","No","Always","No","Always","4-5","No","No"
"1558","45-54","No","Yes","NDP","Internet","News_Print",4,"Yes","Yes","Rarely","Yes","Always","1-3","Yes","No"
"1559","18-24","Yes","No","Liberals","Internet","News_Print",2,"Maybe","No","Always","Yes","Never","0","No","No"
"1560","35-44","No","No","NDP","News_Print","News_Print",0,"Yes","Yes","Always","No","Never","7+","No","No"
"1561","45-54","Yes","No","Liberals","SM","Family",3,"Yes","No","Always","Yes","Never","1-3","No","No"
"1562","25-34","Yes","No","Liberals","News_Print","News_Print",5,"No","No","Most of the Time","Yes","Rarely","1-3","No","No"
"1563","35-44","No","No","Liberals","Internet","News_Print",1,"Yes","No","Most of the Time","Yes","Most of the Time","1-3","Yes","No"
"1564","45-54","Yes","No","NDP","News_TV","News_Print",3,"Yes","No","Most of the Time","Yes","Always","0","Yes","No"
"1565","45-54","No","Yes","NDP","Internet","Family",2,"No","Maybe","Sometimes","Yes","Rarely","7+","No","No"
"1566","25-34","No","No","Liberals","Internet","Internet",1,"Yes","Yes","Most of the Time","Yes","Sometimes","1-3","No","No"
"1567","25-34","No","Yes","Liberals","Family","Internet",5,"Yes","No","Most of the Time","Yes","Sometimes","0","Yes","No"
"1568","18-24","No","No","Green","News_TV","News_TV",4,"No","Maybe","Always","Yes","Never","0","No","No"
"1569","25-34","No","No","NDP","News_Print","News_TV",2,"Maybe","No","Sometimes","Yes","Rarely","1-3","No","No"
"1570","18-24","No","Yes","Conservative","Internet","Family",4,"Yes","Yes","Never","Yes","Sometimes","1-3","No","No"
"1571","65-74","No","Yes","Green","Internet","News_TV",2,"Yes","Yes","Always","Yes","Always","1-3","No","No"
"1572","55-64","No","Yes","NDP","Internet","Other",4,"Yes","No","Always","Yes","Sometimes","4-5","No","No"
"1573","35-44","No","No","NDP","News_Print","Family",4,"Yes","No","Sometimes","Yes","Most of the Time","1-3","No","No"
"1574","45-54","Yes","No","Green","Family","News_TV",3,"Maybe","No","Always","Yes","Sometimes","4-5","No","No"
"1575","65-74","Yes","No","NDP","News_Print","News_TV",3,"Yes","Yes","Sometimes","No","Never","4-5","No","No"
"1576","45-54","Yes","Yes","Liberals","Other","Family",0,"Yes","Yes","Always","No","Most of the Time","0","No","No"
"1577","35-44","Yes","Yes","Conservative","Internet","Family",3,"Yes","No","Sometimes","Yes","Always","4-5","No","No"
"1578","25-34","Yes","No","Conservative","News_Print","Internet",4,"Yes","No","Most of the Time","Yes","Rarely","1-3","No","No"
"1579","74+","Yes","Yes","Conservative","News_TV","News_Print",3,"Yes","Yes","Always","Yes","Always","0","No","No"
"1580","45-54","Yes","No","Green","News_Print","Internet",3,"Maybe","Yes","Sometimes","Yes","Sometimes","1-3","No","Yes"
"1581","74+","No","Yes","Liberals","News_Print","Internet",1,"Yes","Yes","Always","Yes","Always","7+","No","Yes"
"1582","25-34","No","Yes","NDP","Family","News_Print",4,"Yes","Yes","Most of the Time","No","Most of the Time","0","No","No"
"1583","45-54","No","No","Liberals","Internet","Internet",3,"Maybe","Maybe","Most of the Time","No","Always","1-3","Yes","Yes"
"1584","35-44","No","No","Conservative","Internet","News_Print",1,"Yes","Yes","Most of the Time","No","Always","1-3","No","No"
"1585","74+","Yes","No","NDP","SM","News_Print",1,"No","No","Most of the Time","No","Sometimes","4-5","No","No"
"1586","65-74","No","Yes","Conservative","SM","Family",2,"Yes","Yes","Rarely","Yes","Most of the Time","0","No","No"
"1587","25-34","No","Yes","Liberals","News_TV","News_Print",2,"Yes","Maybe","Never","Yes","Sometimes","1-3","Yes","No"
